idgeral,idpedido,idproduto,codprod,produto,material,cor,impressao,tipo_impressao,quant,preco,layout,amostra,imagem,layout_enviado,poster
6623,8528,1476,,Blocos Adesivados,Papel,1x0,10x,1,250,9.8,3,2,,,
6624,8529,862,,Guarda-Chuva ,NYLON,VERDE,1X0,1,108,27.9,3,2,,,
6625,8531,463,,fone de ouvido,plastico,branca,1x1,1,80,25,0,2,,,
6626,8533,463,,04081 Caneca TÃ©rmica  350ml  ,Inox,PRETA,1x0,2,100,55,3,2,,,
6627,8533,463,,EM1640 Estojo para uma caneta,papelÃ£o,PRETA,1x0,1,100,6,3,1,,,
6628,8533,463,,A5-5  Caderneta 14x21cm ,couro sintÃ©tico,PRETA,1x0,1,100,23,3,2,,,
6629,8534,1078,,Caneta PlÃ¡stica,PlÃ¡stica,Branca - Vermelho,1x0,1,300,2.95,3,1,,,
6630,8534,463,,CO019 - Copo    (ASIA),fibra de bambu,Natual - VERMELHO,1x0,1,300,24.2,3,1,,,
6631,8534,1514,,Sacola Tipo Mochila ,Nylon,PRETA,1x0,1,300,14.5,3,1,,,
6632,8534,1851,,Caderno Capa Dura,c. sintÃ©tico,PRETA,2x0,1,300,14.35,3,1,,,
6633,8534,463,,Adesivo,vinÃ­lico,preto e branco,3 cores,4,300,3.5,3,1,,,
6635,8535,1933,,Sacola De TNT,TNT,PRETA,1x0,1,200,5.4,1,2,,,
6636,8535,463,,13781N,TNT,PRETA,1x0,1,100,5.7,3,2,,,
6637,8536,1028,,Guarda-chuva Cabo Madeira,NYLON,VERDE,1X0,1,108,27.9,3,2,,,
6639,8539,37,,Cachecol,SOFT,AZUL MARINHO,1XO,1,100,13,3,2,,,
6640,8540,463,,logistica de malas,mala abs,preta,sem,0,40,37.5,0,2,,,
6641,8542,210,,Toalha Banho Com Capuz,toalha,branca,2x0,1,200,21,3,2,,,
6642,8544,862,,Guarda-Chuva ,nylon,verde musgo,1x1,1,50,75,3,2,,,
6643,8545,1317,,Fone Bluetooth Com Case Carregador,plastico,20 preto e 20 branco,sem,0,40,44,0,2,,,
6644,8545,463,,sombrinha,nylon,diversas,1xo,1,50,39,3,2,,,
6645,8546,463,,kit vinho,metal,preta e prata,laser ,0,2,370,3,2,,,
6646,8547,406,,Chaveiro Metal,metal,prata,1xo,2,100,6.8,1,2,,,
6647,8549,463,,copo de bambu com alÃ§a,bambu,roxa,1xo,1,500,16,3,1,,,
6648,8549,410,,Chaveiro Metal. Abridor,METAL,ROXA,1X0,2,3000,2.4,3,1,,,
6649,8549,463,,SQUEEZE LASTICO,PLASTICO E METAL,ROXA,1X0,1,300,13,3,1,,,
6650,8549,897,,ECOBAG ALGODÃO,ALGODAO,CRUA,1X1,1,700,12,3,1,,,
6651,8549,463,,MOCHILA DOBRAVEL,NYLON,ROXA,1X0,1,200,40,3,1,,,
6652,8550,463,,kit festa junina,diversos,,sem,0,70,10,3,2,,,
6653,8551,463,,sacola pet,pet,verde,1xo,1,50,18,1,2,,,
6654,8551,463,,bolsa termica,nylon,verde,1xo,1,60,25,1,2,,,
6655,8551,862,,Guarda-Chuva ,nylon,verde,1x1,1,22,45,1,2,,,
6656,8551,862,,Guarda-Chuva ,nylon,preta,1x1,1,8,49,1,2,,,
6657,8551,463,,caderno,papel,verde,1x0,1,100,12,1,2,,,
6658,8552,862,,Guarda-Chuva ,nylon,verde,1x0,1,72,27.9,3,2,,,
6660,8556,1241,,Mochila Para Notebook Em Nylon,nylon,preta,1xo,2,96,129,1,2,,,
6661,8557,897,,ECOBAG ALGODÃO,ALGODÃO CRU,CRU,4x0,1,100,22,0,1,,,
6662,8558,1278,,Caixa De Som Bluetooth PortÃ¡til,02070 - XBZ,PRETA,1x0,1,100,70,0,1,,,
6663,8558,88,,Porta Bolsa DobrÃ¡vel,MEtal,prata,1x0,2,100,17,0,1,,,
6664,8559,463,,caneta touch,plastico,branca e verde,uv,0,2000,2.1,1,2,,,
6665,8560,463,,CADERNO COM CANETA,PAPEL E METAL,PRETA,1X0,0,40,30,3,2,,,
6666,8562,1514,,Sacola Tipo Mochila Nylon,NYLON,VERMELHA,1x1,1,100,14,3,2,,,
6667,8564,463,,bolinha anti strees,pu,preta,1xo,1,50,6,3,2,,,
6668,8564,463,,kit moleskine e caneta,papel e metal,preta,1xo silk e laser,0,30,49,3,2,,,
6669,8565,463,,AVENTAL DE ALGODÃO,ALGODAO,PRETA ,1XO,1,15,85,3,2,,,
6670,8565,463,,SQUEEZE DE ALUMINIO,ALUMINIO,PRETA E TAMPA DE BAMBU,1XO,1,100,32,3,2,,,
6671,8565,463,,PORTA CARTOES ,PLASTICO,PRETO,1XO,1,150,4.7,3,2,,,
6672,8565,463,,TABUA DE CORTE,MADEIRA,MADEIRA,LASER,2,20,60,3,2,,,
6673,8565,463,,SUPORTE COM FACAS,MADEIRA E METAL,MADEIRA,1XO,2,5,230,3,2,,,
6674,8565,463,,MANGA REFRIGERADORA,PLASTICO,PRETA,1XO,1,40,63,3,2,,,
6675,8565,463,,BLINHA ANTI STRESS,PU,PRETA,1X0,1,60,6,3,2,,,
6676,8566,463,,SACOLA TIPO MOCHILA,ALGODAO E JUTA,CRUA,1XO,1,200,23,3,2,,,
6677,8566,463,,CARREGADOR WI FI,BAMBU,CRUA,1XO,1,300,43,3,2,,,
6678,8566,463,,AVENTAL EM BRIM,BRIM,PRETA,1XO,1,50,85,3,2,,,
6679,8566,463,,SQUEEZE DE ALUMINIO,ALUMINIO E TAMPA DE BAMBU,PRETA,1XO,1,300,32,3,2,,,
6680,8566,463,,PORTA CARTOES PARA CELULAR,PLASTICO ,PRETA,1XO,1,950,4.7,3,2,,,
6681,8566,463,,CUIA E BOMBA,PORONGO E METAL,PORONGO E PRATA,1X0,1,150,73,3,2,,,
6682,8566,463,,MANGA REFRIGERADORA,PLASTICO,PRETA,1X0,1,25,63,3,2,,,
6683,8567,463,,SACO DE LAVAR ROUPA,TELA,BRANCO,2XO,1,500,15,3,1,,,
6684,8567,463,,SACO DE ALGODAO ,ALGODAO,CRUA,2X0,1,500,10,3,1,,,
6685,8570,769,,BLOCO NOTAS A6,couro sintÃ©tico,PRETO,1x0,1,50,15,3,2,,,
6686,8570,463,,9139A,Squeeze AlumÃ­nio 500ml,PRETO,1x0,1,50,23,3,2,,,
6687,8570,1933,,Sacola De TNT,TNT,PRETA,1x0,1,50,8.5,3,2,,,
6688,8571,463,,COPO TERMICO,METAL E PLASTICO,45 PRETOS E 15 LILAS,1XO,1,60,40,3,1,,,
6689,8572,463,,13781n,TNT,PRETA,1x0,1,100,6.5,3,2,,,
6690,8572,1476,,Blocos Adesivados,Papel,PRETA,1x0,1,100,10.3,3,2,,,
6691,8573,463,,18592 TÃ¡bua de Corte com Canaleta,Madeira,natural,1x0,2,200,31,3,2,,,
6692,8574,198,,Avental Brim Com Bolso,cinza,,2xo,0,230,30,3,2,,,
6693,8576,463,,FLANELA BRANCA,FLANELA,BRANCA,1X0,1,500,6.5,1,2,,,
6694,8577,463,,TOALHA,PET,VERDE,1XO,1,40,25,0,2,,,
6695,8577,463,,SQUEEZE,PLASTICO,VERDE TRANSPARENTE,1XO,1,40,20,0,2,,,
6696,8577,463,,BLOCO POST IT,PAPEL,PRET0,4X0 UV,0,40,14,0,2,,,
6697,8577,897,,ECOBAG ALGODÃO,ALGODAO,CRU,1XO,1,40,20,0,2,,,
6698,8577,463,,BOLSA TERMICA,TNT,LARANJA,4X0,0,40,25,0,2,,,
6700,8580,1028,,Guarda-chuva Cabo Madeira,NYLON,VERDE MUSGO,1X1,1,15,75,3,2,,,
6701,8581,463,,PASTA ,COURINO E PAPEL,PRETA E CINZA,UV,0,50,81.5,3,2,,,
6702,8583,463,,CANECA,ACRILICO E METAL,PRATA,1X1,1,55,32,0,2,,,
6703,8583,463,,GARRAFA TERMICA,METAL,PRETA,1X1,2,55,68,0,2,,,
6704,8584,463,,BOLINHA,PU,PRATA,1XO,1,80,6,1,2,,,
6705,8584,463,,KIT CHURRAsco,metal,preta e madeira,1xo,1,70,37,1,2,,,
6706,8584,463,,squeeze,plastico,fume,1xo,1,100,19,1,2,,,
6707,8585,897,,ECOBAG ALGODÃO,ALGODAO,CRUA,1XO,1,500,11,0,1,,,
6708,8586,462,,LÃ¡pis Com Borracha,madeira,PRETO,1x0 UV,1,150,2.25,3,2,,,
6709,8586,462,,LÃ¡pis Com Borracha,madeira,LARANJA,1x0 UV,1,150,2.25,3,2,,,
6710,8587,1907,,Mochila Saco Em Nylon,nylon,VERDE,1x2,1,500,16.9,3,1,,,
6711,8588,900,,NECESSAIRE ALGODÃO - - 24 X 15 cm,ALGODÃO ,CRU,1X0,1,200,9.95,3,2,,,
6712,8589,900,,NECESSAIRE ALGODÃO,algodao,crua,2x0,1,300,8,3,2,,,
6713,8590,463,,copo com tampa,casca de arroz e pp,crua e tampa vermelha,4xo,4,500,9.5,0,2,,,
6714,8591,463,,MARMITA DE BAMBU,BAMBU E PP,CRUA,1XO,1,500,26,3,2,,,
6715,8592,463,,KIT ESTUDANTE,DIVERSOS,DIVERSAS,1XO ,0,210,143,0,1,,,
6716,8593,463,,18706 Squeeze Inox 900ml,Inox,PRETO,10x0,1,25,41.5,0,2,,,
6717,8593,364,,Caneta MetÃ¡lica,metal,PRETA,1x0,2,150,5.3,0,2,,,
6718,8593,463,,03034 Mochila de Nylon USB,Nylon,PRETA,1x0,1,20,135,0,1,,,
6719,8594,463,,squeeze,aluminio,preta,1x0,1,50,34,3,2,,,
6722,8596,463,,KIT ONBOARDING,DIVERSOS,KRAFT E VERDE ,1XO,1,50,125,3,2,,,
6723,8597,862,,Guarda-Chuva ,NYLON,VERDE,1X1,1,49,75,0,2,,,
6724,8598,463,,COPO TIPO STANLEY,METAL,PRETA,1x0,2,21,50,3,2,,,
6725,8598,463,,BOLSA TERMICA,NYLON,PRETA,1x0,1,21,38,3,2,,,
6726,8601,1907,,Mochila Saco Em Nylon,Nylon,PRETA,1x0,1,200,12.5,3,2,,,
6728,8603,463,,squeeze fosco,metal,branco,1xo,1,50,55,3,2,,,
6730,8605,897,,ECOBAG ALGODÃO,ALGODÃO,crU,1X1,1,100,19,3,2,,,
6731,8606,463,,11329 - Mochila de Nylon USB 21L,Nylon,AZUL,1x0,3,30,120,3,2,,,
6732,8608,463,,capa de mala M,nylon,azul,1xo,1,100,69,3,1,,,
6733,8608,463,,CAPA DE MALA G,NYLON,AZUL,1X0,1,100,79,3,1,,,
6734,8612,463,,bolsa mochila,nylon,a definir,2xo,1,120,90,3,2,,,
6735,8613,463,,BOLSA TERMICA,TNT,LARANJA,4X0,0,40,25,0,2,,,
6736,8613,463,,SQUEEZE,PLASTICO,VERDE TRANSPARENTE,1x0,1,40,20,0,2,,,
6737,8613,897,,ECOBAG ALGODÃO,ALGODÃO,CRU,1x0,1,40,20,0,2,,,
6738,8613,463,,CANETA TOUCH,,VERDE,4X0 UV,2,800,2.4,0,2,,,
6739,8613,463,,BLOCO POST IT,PAPEL ,PRETO,4X0 UV,0,40,14,0,2,,,
6740,8613,463,,TOALHA,PET,VERDE,1x0,1,40,25,0,2,,,
6741,8614,1018,,Mala De Viagem Bordo,ABS,PRETA ,1XO OU 3X0,4,16,279,0,2,,,
6742,8614,1018,,Mala De Viagem Bordo,ABS,ROSE,1XO OU 3X0,4,12,299,0,2,,,
6743,8615,463,,MOCHILA ANTI FURTO ASIA,NYLON,CINZA,1X0,2,55,144,3,2,,,
6744,8616,1837,,Squeeze AlumÃ­nio 600ml - Pintura Fosca,AlumÃ­nio,PRETA,1x0,1,100,30,3,1,,,
6745,8619,463,,KIT FESTA JUNINA,DIVERSOS,,SEM,0,70,10,0,2,,,
6746,8620,463,,SQUEEZE COM MEDIDOR DE TEMPERATURA,METAL,PRETA,1XO,1,100,40,0,2,,,
6747,8622,463,,AVENTAL DA SPOT,BRIM,AZUL MARINHO,1X0,1,40,13,3,2,,,
6748,8624,463,,moleskine grande ,courino e papel,preta,1xo,1,50,19,3,2,,,
6749,8624,463,,squeeze spot,metal,preta,1xo,2,50,30,3,2,,,
6750,8624,1196,,Caneca CerÃ¢mica ,ceramica,preta,1x0,1,50,22,3,2,,,
6751,8625,1639,,Espelho De Maquiagem,plÃ¡stico,AZUL - 104,UV,1,100,4.4,1,2,,,
6752,8624,897,,ECOBAG ALGODÃO,algodao,crua,1xo,1,50,12,0,2,,,
6753,8626,463,,COPO DE BAMBU COM ALÃA,BAMBU ,DIVERSAS,2XO,4,120,20,0,2,,,
6754,8626,463,,MOCHILA TERMICA,NYLON,VERDE,2XO,4,100,39,0,2,,,
6755,8629,463,,mala,nylon,preta,sem,0,20,185,0,2,,,
6756,8629,1028,,Guarda-chuva Cabo Madeira,nylon,verde,1xo,1,35,28.57,0,2,,,
6757,8629,463,,marmita,plastico,preta,sem,0,50,6,0,2,,,
6758,8629,463,,bolsa termica,nylon,preta,1xo,0,50,32,0,2,,,
6759,8630,1241,,Mochila Para Notebook Em Nylon,NYLON,PRETA,1XO,0,470,100,0,2,,,
6760,8630,1171,,Garrafa,INOX,PRATA,1XO,2,470,29,0,2,,,
6761,8631,1879,,Garrafa Inox 750ml,iNOX,VERMELHO,1X0,1,270,32.5,3,1,,,
6762,8632,1879,,Garrafa Inox 750ml,INOX,PRETA,1X0,1,65,32.5,3,1,,,
6763,8633,1879,,Garrafa Inox 750ml,INOX,AZUL,1X0,1,180,32.5,3,1,,,
6764,8633,1879,,Garrafa Inox 750ml,INOX,AZUL,1X0,2,41,40,1,1,,,
6766,8635,1028,,Guarda-chuva ,NYLON,PRETA,1XO,1,28,40,0,2,,,
6767,8636,45,,Caneca Inox 180 Ml,INOX - 07392,PRATA,1X0,2,30,18.5,3,2,,,
6768,8636,463,,CANETA ER143B  ,METAL,CHAMPAGNE,1X0,2,50,5.8,3,2,,,
6769,8637,1589,,Sacola TNT,TNT,VERMELHA,4 cores TRANSFER,1,500,10.8,3,1,,,
6770,8638,463,,SQUEEZE DE VIDRO,VIDRO E NEOPRENE,VERDE,1XO,0,25,39,3,2,,,
6771,8639,862,,Guarda-Chuva ,nylon,verde,1x1,0,56,75,3,2,,,
6772,8640,463,,SQUEEZE,METAL,VERDE,1XO,1,30,46,1,2,,,
6773,8641,463,,COPO DE BAMBU,BAMBU,DIVERSAS,2XO,4,200,20,1,2,,,
6774,8642,463,,BOLSA TERMICA,NYLON,LARANJA,1x0,1,188,32,3,2,,,
6775,8643,222,,Touca RN,ribana,branca,3x0,1,400,7,3,2,,,
6776,8644,1062,,Caneta PlÃ¡stica Com Ponteira Touch,plastico,branca,1xo,1,1500,2.5,3,2,,,
6777,8644,463,,lanterna,metal,preta,1xo,2,280,14.7,3,2,,,
6778,8644,463,,canivete multifunÃ§Ã£o,metal,prata,1xo,2,330,14.3,3,2,,,
6779,8645,463,,kit dia da crianÃ§a,diversos,diversas,sacola e copo,0,1006,29,3,1,,,
6780,8646,463,,03006 - Copo Fibra de Bambu 350ml,Fibra de Bambu,AZUL,DTF UV,1,100,27,1,2,,,
6781,8647,463,,04334 Bolsa TÃ©rmica 33 litros,Nylon,Preta,1x0,1,100,139,3,1,,,
6782,8648,463,,SACOLA DE PRAIA ,NYLON ,BRANCA,1X0,1,25,78,3,2,,,
6783,8649,463,,bolsa mochila,nylon,azul marinho,2xo,0,70,90,3,2,,,
6784,8650,463,,MOCHILA  52170,NYLON,CINZA ESCURO,1X0,2,20,150,0,1,,,
6785,8653,1879,,Garrafa Inox 750ml,Inox,BRANCO,1x0,1,30,35,3,1,,,
6786,8654,897,,ECOBAG ALGODÃO,algodao cru ,crua com as alÃ§as verdes,2x2,1,100,14,0,1,,,
6787,8654,1196,,Caneca CerÃ¢mica ,ceramica,preta,1xo verde,1,50,22,3,2,,,
6788,8654,463,,moleskine grande,courino e papel,preta,1x0,1,100,19,3,2,,,
6789,8655,862,,Guarda-Chuva ,NYLON ,VERDE,1X0,1,33,40,3,2,,,
6790,8655,862,,Guarda-Chuva  INVERTIDO,NYLON ,PRETA,1X0,1,30,52,3,2,,,
6791,8656,862,,Guarda-Chuva ,,AZUL MARINHO,1x1,1,1440,43,3,1,,,
6792,8657,463,,COPO TIPO STANLEY,METAL,PRETO,1XO,2,400,40,0,2,,,
6793,8658,463,,bolsa de praia,plastico,branca e preta,1x0,1,65,70,0,2,,,
6794,8659,1018,,Mala De Viagem Bordo,ABS,PRETA,SEM,0,30,220,0,2,,,
6795,8660,463,,BOLSA DE PRAIA,NYLON,BRANCA E PRETA,1X0,1,20,78,3,2,,,
6797,8662,1624,,Sacola 100% AlgodÃ£o Canvas (280 G/mÂ²) ,AlgodÃ£o Cru,Cru,4x0,1,50,45,0,1,,,
6798,8662,463,,Mochila 01320,Nylon,AZUL,1x0,1,30,90,1,1,,,
6799,8663,900,,NECESSAIRE ALGODÃO,algodao,crua,1x0,1,150,10,3,2,,,
6800,8664,862,,Guarda-Chuva ,NYLON,VERDE MUSGO,1X0,1,29,40,3,2,,,
6801,8665,463,,SACOLA 13781N,TNT,PRETA,1X0,1,300,5.4,3,2,,,
6802,8666,463,,Porta crachÃ¡ retrÃ¡til  - FY001,PlÃ¡stico,VERMELHO translÃºcido,1x0,1,200,5.7,3,1,,,
6803,8667,463,,conjunto de caneta e lapiseira,metal,preta,laser nas 3 peÃ§as,2,200,42,1,2,,,
6804,8668,1922,, Copo TÃ©rmico 500ml Com Abridor,metal,PRETA,1x0,2,4600,34.5,1,1,,,
6806,8671,1028,,Guarda-chuva Cabo Madeira,nylon,azul,1x1,1,108,42,3,2,,,
6807,8673,941,,Copo Twister C/ Canudo 500ml ,PLASTICO,VERDE CLARO E VERDE ESCURO,2XO,4,100,6,3,2,,,
6808,8674,900,,NECESSAIRE ALGODÃO,ALGODAO,CRUA,2XO,1,100,9.5,3,2,,,
6809,8674,897,,ECOBAG ALGODÃO,ALGODAO,CRUA,2XO,1,100,15,3,2,,,
6810,8674,1196,,Caneca CerÃ¢mica ,CERAMICA,DIVERSAS,1X0,1,60,25,1,2,,,
6811,8674,803,,SACOLA TNT,TNT,DIVERSAS,1X0,1,100,6,1,2,,,
6812,8674,463,,BONECO MARCA TEXTO,PLASTICO,BRANCA,1X0,1,100,12,1,2,,,
6813,8674,463,,COPO DE CAFE,BAMBU,DIVERSAS,1X0,4,100,8,1,2,,,
6814,8674,463,,CADERNO POST IT,PAPEL,AZUL,1X0,1,50,7,0,2,,,
6815,8675,463,,copo de bambu,bambu,diversas,1xo,4,50,20,3,2,,,
6816,8676,1196,,Caneca CerÃ¢mica ,ceramica,branca,sublimaÃ§Ã£o total,0,50,39,0,1,,,
6817,8676,897,,ECOBAG ALGODÃO,algodao,crua,policromia,0,200,18,0,1,,,
6818,8676,463,,kit de lapis de cor,papel e madeira,kraft,policromia,4,100,8,0,2,,,
6819,8677,463,,capa de assento,tnt,azul royal e azul marinho,1xo ,1,50,17,0,2,,,
6820,8678,463,,14429S Caderneta Emborrachada com Porta Caneta,Emborrachada ,Azul Marinho,4x0,1,70,22,3,2,,,
6821,8678,463,,14429S Caderneta Emborrachada com Porta Caneta,Emborrachada,BRANCA,4x0,1,20,22,3,2,,,
6822,8679,463,,GA5100 - Garrafa em AlumÃ­nio, AlumÃ­nio,PRETA,1x0,1,70,40,3,2,,,
6823,8680,463,,02090,Metal,INOX,1x0,2,50,72,1,1,,,
6824,8680,1569,,TÃ¡bua Em Bambu,Bambu,natural,1x0,2,80,31,1,1,,,
6825,8680,1445,,Squeeze Em AlumÃ­nio 500 Ml.,AlumÃ­nio,VERDE - 109,1x0,1,100,25.5,1,1,,,
6826,8680,1445,,Squeeze Em AlumÃ­nio 500 Ml.,AlumÃ­nio,VERMELHO,1x0,1,100,25.5,1,1,,,
6827,8680,1624,,Sacola 100% AlgodÃ£o Canvas (280 G/mÂ²) ,AlgodÃ£o,Natural,2X4,1,80,40,1,2,,,
6828,8680,463,,92827,Sacola de compras em juta (360 g/mÂ²),Natural,2x0,1,80,52,1,2,,,
6829,8680,1851,,Caderno Capa Dura  -SEM PAUTA 9x14,C SintÃ©tico,Azul,1x0,1,100,13,1,1,,,
6830,8680,1851,,Caderno Capa Dura - SEM PAUTA,C Sintetico,VERDE,1x0,1,100,13,1,1,,,
6832,8681,463,,GUARDA CHUVA DOBRAVEL,NYLON,ROXA,1X1,1,100,39,1,2,,,
6833,8681,1278,,Caixa De Som Bluetooth PortÃ¡til,TECIDO E METAL,PRETA,2XO,4,30,67,1,2,,,
6834,8682,463,,14726L-PRE,,PRETA,1x0,2,70,60,3,1,,,
6835,8685,1018,,Mala De Viagem Bordo,ABS,PRETA,SEM,0,30,220,0,2,,,
6836,8687,862,,Guarda-Chuva ,nylon,verde musgo,1x0,1,35,40,3,2,,,
6837,8687,463,,GUARDA CHUVA DOBRAVEL,NYLON,PRETO,1XO,1,50,39,3,2,,,
6838,8687,463,,LANCHEIRA TERMICA,50,PRETA,1X0,1,50,32,3,2,,,
6839,8688,463,,BOLSA DE PRAIA,NYLON,BRANCA E PRETA,1X0,1,20,78,3,2,,,
6840,8689,1018,,Mala De Viagem Bordo,abs,preta,1xo,4,36,292,1,2,,,
6841,8690,463,,marca pagina,metal,prata,1xo,0,300,3.5,1,2,,,
6843,8692,463,,bolsa termica,nylon,preta,1x0,1,850,32,1,2,,,
6844,8693,463,,necessaire zip,pvc,tranaparente,1x0,1,1000,3,1,2,,,
6845,8693,463,,copo fibra de arroz,fibra de arroz,kraft com tampa rosa,1xo,4,600,6.5,1,2,,,
6846,8693,463,,copo termico,metal,lilas,1xo,1,100,55,1,2,,,
6847,8693,463,,capa de celular,plastico,branca,1xo,1,400,12,1,2,,,
6848,8693,769,,BLOCO NOTAS A6,COURINO E PAPEL,ROXA,1X0,1,300,11,1,2,,,
6849,8693,463,,NECESSAIRE NYLON,NYLON,ROXA,1X0,1,150,13.66,1,2,,,
6850,8693,807,,MOCHILA NYLON,NYLON,ROXA,1X0,1,500,9.5,1,2,,,
6851,8693,463,,SACOLA REFRIGERADORA,PLASTICO E GEL,TRANSPARENTE,1X0,1,300,27,1,2,,,
6852,8693,463,,TOALHA,MICROFIBRA,BRANCA OU ROXA,1XO,1,300,16,1,2,,,
6853,8694,463,,BOLSA TERMICA ,NYLON,VERDE E BRANCA,1XO,1,50,55,1,2,,,
6856,8696,862,,Guarda-Chuva ,NYLON,VERDE MUGO,1X1,0,79,75,0,2,,,
6857,8697,463,,Mochila 11329,Nylon,AZUL,1x0 - DTF,1,50,90,1,2,,,
6858,8699,463,,MASCARA OLHOS,NYLON,PRETA,2X0,4,50,9,3,2,,,
6859,8700,463,,91647 Caneta EsferogrÃ¡fica ,cortiÃ§a,,uv,1,100,16,0,1,,,
6860,8700,463,,92331 Sacola em algodÃ£o (220 g/ mÂ²,algodÃ£o,nATURAL,2X0,1,100,28,0,1,,,
6861,8701,463,,MOCHILA ANTIFURTO,NYLON,PRETA,LASER,2,11,150,3,2,,,
6862,8702,463,,MOCHILA NOVA ASIA,NYLON,PRETA,LASER,2,100,137,0,2,,,
6863,8703,897,,ECOBAG ALGODÃO,ALGODAO,CRUA,POLICROMIA,1,100,18,3,2,,,
6864,8704,1028,,Guarda-chuva Cabo Madeira,NYLON,AZUL MARINHO,1X1,1,50,49,3,2,,,
6865,8706,406,,Chaveiro Metal - 01955,mETAL,PRATA,1X0,2,50,10,3,2,,,
6866,8706,463,,Mouse Pad ErgonÃ´mico - 03007,,AZUL,1X0,1,50,17,3,2,,,
6867,8707,463,, Porta Caneta  - 14385,PlÃ¡stico,Branco,4x0,4,40,10,3,2,,,
6868,8707,463,,Mouse Pad  03007,,AZUL,DTF - 1x0,4,60,16,3,2,,,
6869,8708,1497,,Caderno A5 Com Capa Dura,,111 - Marrom claro,2x0  - TRANSFER,1,125,33,3,2,,,
6870,8709,463,,GUARDA CHUVA INVERTIDO,NYLON,PRETO E AZUL,1X1,1,500,64.5,1,1,,,
6871,8710,1018,,Mala De Viagem Bordo,ABS,PRETA,1X0,4,86,287,3,2,,,
6872,8711,463,,bloco post it,papel,azul,1xo,0,100,7,3,2,,,
6873,8711,463,,boneco marca texto,plastico,barnca,1xo,1,100,12,3,2,,,
6874,8711,463,,copo de cafe ,plastico e bambu,diversas,1x0,4,97,8,3,2,,,
6875,8711,897,,ECOBAG ALGODÃO,algodao ,crua,2xo,1,150,15,3,2,,,
6876,8711,900,,NECESSAIRE ALGODÃO,algodao,crua,2xo,1,50,9.5,3,2,,,
6877,8713,897,,ECOBAG ALGODÃO,ALGODÃO CRU,CRU,1x0,1,50,18,3,2,,,
6878,8714,463,,SQUEEZE COM MEDIDOR,METAL,PRETA,1X0,2,45,40,3,2,,,
6880,8711,1196,,Caneca CerÃ¢mica ,CERAMICA,BRANCA,POLICROMIA,0,36,39,3,2,,,
6882,8718,463,,espumante e sacola,espumante e sacola,preto,1xo,1,2949,43.5,1,2,,,
6883,8719,862,,Guarda-Chuva ,NYLON,VERDE MUSGO,1X1,1,10,75,3,2,,,
6884,8720,463,,18537G Sacola TNT Metalizada,TNT Metalizada,PRATA,1x0,1,60,18,3,2,,,
6885,8721,463,,04334 Bolsa TÃ©rmica 33 litros,Nylon,PRETA,DTF 1x1,1,50,139,3,2,,,
6886,8722,463,,BOLSA TERMICA,NYLON,PRETA,1X0,1,100,32,3,2,,,
6887,8723,1881,,Bolsa TÃ©rmica 8 Litros,Nylon,PRETA,1x0,1,40,41,3,1,,,
6888,8724,1881,,Bolsa TÃ©rmica 8 Litros,Nylon,PRETA,1x0,1,160,41,3,1,,,
6889,8726,463,,saco de lavar roupa,tela,branca,2x0,1,400,15,3,2,,,
6890,8728,1358,,MOCHILA ANTI-FURTO,nylon,Preto,1x0 DTF,1,35,149,3,2,,,
6891,8729,222,,Touca RN,ribana,branca,3x0,1,400,7,3,2,,,
6892,8731,897,,ECOBAG ALGODÃO,ALGODÃO,CRU,6X0,1,66,25,3,1,,,
6893,8732,45,,Caneca Inox 180 Ml,INOX,PRATA,LASER,2,60,15,1,2,,,
6894,8733,897,,ECOBAG ALGODÃO,ALGODAO CRU,CRUA,1XO,1,50,18,0,2,,,
6895,8733,463,,BLOCO E CANETA,PAPEL E PLASTICO,KRAFT E PRETA,UV,0,50,15,0,2,,,
6896,8735,463,,51747 Caixa de cartÃ£o com 12 mini lÃ¡pis de cor,,natural,2x0 UV,1,50,10,0,2,,,
6897,8735,463,,51754  Caixa de cartÃ£o com 6 gizes de cera,,Natural,UV  2x0,1,100,7,0,2,,,
6898,8736,1028,,Guarda-chuva Cabo Madeira,NYLON,VERDE MUSGO,1X1,1,216,40,3,2,,,
6899,8737,463,,KIT ONBOARDING,DIVERSOS,KRAFT E VERDE,1X0,1,50,125,3,2,,,
6900,8739,463,,CADERNO,COURINO E PAPEL,PRETA,1XO,0,70,22,3,2,,,
6901,8740,463,,99137 Guarda-chuva,,AZUL - 114,1x1,1,35,65,1,2,,,
6902,8741,463,,kit natal,diversos,diversas,sem,0,73,240,1,1,,,
6903,8744,463,,sacola - 13781N,TNT,PRETA,1x0,1,200,5.8,3,2,,,
6904,8746,1224,,Mochila,nylon,preta e cinza,1x0,1,50,140,1,2,,,
6905,8746,862,,Guarda-Chuva ,nylon,preta,1x1,1,72,40,0,2,,,
6906,8746,463,,copo tipo stanley,metal,preto e verde,1xo,2,25,40,0,2,,,
6907,8746,463,,copo termico,metal,preta e rosa,1xo,2,25,45,0,2,,,
6908,8746,463,,squeeze inox,inox,inox,laser ,0,25,40,0,2,,,
6909,8747,1445,,Squeeze Em AlumÃ­nio 500 Ml.,,Azul - 114,1x0,1,60,30,3,2,,,
6910,8749,862,,Guarda-Chuva ,nylon,azul marinho,1x1,0,80,70,3,2,,,
6911,8750,1224,,Mochila,nylon,preta,1xo,2,14,175,3,2,,,
